Item number,SKU Size,Parent Bulk Item Number,Product name,GFS_ReasonName,Item in Catalog,Show pricing to web,Parent Bulk Item Site,GFS Express,Search name,Production type,Brand,CAS #,DEA Controlled,Hazardous,Hazard Class,Product service type,Packing Group,Visible in webshop
15813,2 KG,4477,"1,4-Dibromobenzene, 98%",,Yes,Yes,15,No,"1,4-Dibromobenzene, 98%",BOM,GFS GENERIC,106-37-6,No,Yes,"9,",Not specified,PGIII,Yes
15851,100 ML,5400,"DIBUTYL PHTHALATE, 99%",,Yes,Yes,20,No,"Dibutyl Phthalate, 99%",BOM,GFS GENERIC,84-74-2,No,Yes,"9,",Not specified,PGIII,Yes
15852,500 ML,5400,"DIBUTYL PHTHALATE, 99%",,Yes,Yes,20,No,"Dibutyl Phthalate, 99%",BOM,GFS GENERIC,84-74-2,No,Yes,"9,",Not specified,PGIII,Yes
15853,2 L,5400,"DIBUTYL PHTHALATE, 99%",,Yes,Yes,20,No,"Dibutyl Phthalate, 99%",BOM,GFS GENERIC,84-74-2,No,Yes,"9,",Not specified,PGIII,Yes
1587,BULK KG,1587,"Gallic Acid, Monohydrate, Low Metals Grade",,Yes,No,10,No,"Gallic Acid, Monohydrate, Low Metals Grade",Formula,GFS GENERIC,5995-86-8,No,No,,Not specified,,Yes
15871,100 G,5403,"DIETHYLENE GLYCOL, 99%",,Yes,Yes,20,No,"Diethylene Glycol, 99%",BOM,GFS GENERIC,111-46-6,No,No,,Not specified,,Yes
15872,500 G,5403,"DIETHYLENE GLYCOL, 99%",,Yes,Yes,20,No,"Diethylene Glycol, 99%",BOM,GFS GENERIC,111-46-6,No,No,,Not specified,,Yes
15873,2 KG,5403,"DIETHYLENE GLYCOL, 99%",,Yes,Yes,20,No,"Diethylene Glycol, 99%",BOM,GFS GENERIC,111-46-6,No,No,,Not specified,,Yes
1588,BULK KG,1588,"Citric Acid, Anhydrous, Low Metals Grade",,Yes,No,10,No,"Citric Acid, Anhydrous, Low Metals Grade",Formula,GFS GENERIC,77-92-9,No,No,,Not specified,,Yes
15881,1 G,114,"Tris-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,Yes,15,No,"Tris-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,50525-27-4,No,No,,Not specified,,Yes
15882,5 G,114,"Tris-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,Yes,15,No,"Tris-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,50525-27-4,No,No,,Not specified,,Yes
15884,25 G,114,"Tris-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,No,15,No,"Tris-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS ORGANIC,50525-27-4,No,No,,Not specified,,Yes
1589,BULK L,1589,"PHOSPHORIC ACID, 85%, SUPERIOR REAGENT (ACS)",,Yes,No,20,No,"Phosphoric Acid, 85%, Superior ACS",Formula,GFS GENERIC,7664-38-2,No,Yes,"8,",Not specified,PGIII,Yes
15891,500 MG,2791,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,Yes,15,No,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,98014-14-3,No,No,,Not specified,,Yes
15892,2 G,2791,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,Yes,15,No,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,98014-14-3,No,No,,Not specified,,Yes
15893,5 G,2791,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,Yes,15,No,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,98014-14-3,No,No,,Not specified,,Yes
15894,25 G,2791,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (Ii) Chloride, Hydrate",,Yes,No,15,No,"Cis-Bis-(2,2'-Bipyridine) Ruthenium (II) Chloride, Hydrate",BOM,GFS GENERIC,98014-14-3,No,No,,Not specified,,Yes
1590,BULK KG,1590,"ZIRCONIUM OXIDE, 99.7%",RAW,Yes,No,20,No,"Zirconium Oxide, 99.7%",None,GFS GENERIC,1314-23-4,No,No,,Not specified,,Yes
1591,BULK L,1591,"LANTHANUM CHLORIDE, SOLUTION, 10%",,Yes,No,20,No,"Lanthanum Chloride, 10% Solution",Formula,GFS GENERIC,10025-84-0,No,No,,Not specified,,Yes
1593,BULK L,1593,"n-PROPYL ALCOHOL, REAGENT (ACS)",RAW,Yes,No,20,No,"N-Propyl Alcohol, ACS",None,GFS GENERIC,71-23-8,No,Yes,"3,",Not specified,PGII,Yes
15931,500 ML,5405,"DIETHYLENE GLYCOL MONOETHYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Monoethyl Ether, 99%",BOM,GFS GENERIC,111-90-0,No,No,,Not specified,,Yes
15932,2.5 L,5405,"DIETHYLENE GLYCOL MONOETHYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Monoethyl Ether, 99%",BOM,GFS GENERIC,111-90-0,No,No,,Not specified,,Yes
15951,500 ML,5407,"DIETHYLENE GLYCOL MONOMETHYL ETHER, 98%",,Yes,Yes,20,No,"Diethylene Glycol Monomethyl Ether, 98%",BOM,GFS GENERIC,111-77-3,No,No,,Not specified,,Yes
15952,2.5 L,5407,"DIETHYLENE GLYCOL MONOMETHYL ETHER, 98%",,Yes,Yes,20,No,"Diethylene Glycol Monomethyl Ether, 98%",BOM,GFS GENERIC,111-77-3,No,No,,Not specified,,Yes
1597,BULK G,1597,Tris-(Bathophenanthroline) Ruthenium (Ii) Chloride,,Yes,No,15,No,Tris-(Bathophenanthroline) Ruthenium (II) Chloride,Formula,GFS ORGANIC,36309-88-3,No,No,,Not specified,,Yes
1598,BULK L,1598,"n-BUTYLDIETHANOLAMINE, REAGENT",RAW,Yes,No,20,No,"N-Butyldiethanolamine, Reagent",None,GFS ORGANIC,102-79-4,No,Yes,"8,",Not specified,PGII,Yes
15981,500 ML,4596,"DIISOPROPYLAMINE, 99%",,Yes,Yes,20,No,"Diisopropylamine, 99%",BOM,GFS GENERIC,108-18-9,No,Yes,"3, (8),",Not specified,PGII,Yes
15982,2 L,4596,"DIISOPROPYLAMINE, 99%",,Yes,Yes,20,No,"Diisopropylamine, 99%",BOM,GFS GENERIC,108-18-9,No,Yes,"3, (8),",Not specified,PGII,Yes
16,BULK KG,16,"Ceric Ammonium Sulfate, Dihydrate, Reagent (ACS)",,Yes,No,10,No,"Ceric Ammonium Sulfate, Dihydrate, ACS",Formula,GFS GENERIC,10378-47-9,No,No,,Not specified,,Yes
1600,BULK L,1600,"WATERMARK KARL FISCHER REAGENT, PYRIDINE-FREE SINGLE SOLUTION, 5 mg/ml",,Yes,No,20,No,"KF Reagent, 5 mg/mL Titer",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1601,BULK L,1601,"WATERMARK KARL FISCHER REAGENT, PYRIDINE-FREE SINGLE SOLUTION, 2 mg/ml",,Yes,No,20,No,"2 mg/mL Pyridine-Free Single Solution, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1602,BULK L,1602,"WATERMARK KARL FISCHER TITRANT, STABLE, 1 mg/ml, NON-HYGROSCOPIC",,Yes,No,20,No,"1 mg/mL, Titrant, Stable, Non-Hygroscopic Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1603,BULK L,1603,"WATERMARK KARL FISCHER TITRANT, STABLE, 2 mg/ml, NON-HYGROSCOPIC",,Yes,No,20,No,"2 mg/mL, Titrant, Stable, Non-Hygroscopic Watermark Karl Fischer Reagent",Formula,WATERMARK,,Yes,Yes,"3,",Not specified,PGIII,Yes
16031,500 ML,5411,"2-ETHOXYETHANOL, 99%",,Yes,Yes,20,No,"2-Ethoxyethanol, 99%",BOM,GFS GENERIC,110-80-5,No,Yes,"3,",Not specified,PGIII,Yes
16032,2.5 L,5411,"2-ETHOXYETHANOL, 99%",,Yes,Yes,20,No,"2-Ethoxyethanol, 99%",BOM,GFS GENERIC,110-80-5,No,Yes,"3,",Not specified,PGIII,Yes
1604,BULK L,1604,"WATERMARK KARL FISCHER TITRANT, STABLE, 5 mg/ml, NON-HYGROSCOPIC",,Yes,No,20,No,"5 mg/mL, Titrant, Stable, Non-Hygroscopic Watermark Karl Fischer Reagent",Formula,WATERMARK,,Yes,Yes,"3,",Not specified,PGIII,Yes
16041,100 G,5412,"ETHYL ACETOACETATE, 99%",,Yes,Yes,20,No,"Ethyl Acetoacetate, 99%",BOM,GFS GENERIC,141-97-9,No,No,,Not specified,,Yes
16042,500 G,5412,"ETHYL ACETOACETATE, 99%",,Yes,Yes,20,No,"Ethyl Acetoacetate, 99%",BOM,GFS GENERIC,141-97-9,No,No,,Not specified,,Yes
16043,2 KG,5412,"ETHYL ACETOACETATE, 99%",,Yes,Yes,20,No,"Ethyl Acetoacetate, 99%",BOM,GFS GENERIC,141-97-9,No,No,,Not specified,,Yes
16051,100 ML,4662,"2-ETHYLHEXANOIC ACID, 99%",,Yes,Yes,20,No,"2-Ethylhexanoic Acid, 99%",BOM,GFS GENERIC,149-57-5,No,No,,Not specified,,Yes
16052,500 ML,4662,"2-ETHYLHEXANOIC ACID, 99%",,Yes,Yes,20,No,"2-Ethylhexanoic Acid, 99%",BOM,GFS GENERIC,149-57-5,No,No,,Not specified,,Yes
16053,2 L,4662,"2-ETHYLHEXANOIC ACID, 99%",,Yes,Yes,20,No,"2-Ethylhexanoic Acid, 99%",BOM,GFS GENERIC,149-57-5,No,No,,Not specified,,Yes
16054,4 L,4662,"2-ETHYLHEXANOIC ACID, 99%",,Yes,Yes,20,No,"2-Ethylhexanoic Acid, 99%",BOM,GFS GENERIC,149-57-5,No,No,,Not specified,,Yes
16055,20 L,4662,"2-ETHYLHEXANOIC ACID, 99%",,Yes,No,20,No,"2-Ethylhexanoic Acid, 99%",BOM,GFS GENERIC,149-57-5,No,No,,Not specified,,Yes
1607,BULK L,1607,"WATERMARK KARL FISCHER COULOMETRIC VESSEL SOLUTION, CFC FREE",,Yes,No,20,No,"Coulometric Vessel Solution, CFC Free, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
16071,100 G,5415,"FUMARIC ACID, 99%",,Yes,Yes,20,No,"Fumaric Acid, 99%",BOM,GFS GENERIC,110-17-8,No,No,,Not specified,,Yes
16072,500 G,5415,"FUMARIC ACID, 99%",,Yes,Yes,20,No,"Fumaric Acid, 99%",BOM,GFS GENERIC,110-17-8,No,No,,Not specified,,Yes
16073,2.5 KG,5415,"FUMARIC ACID, 99%",,Yes,Yes,20,No,"Fumaric Acid, 99%",BOM,GFS GENERIC,110-17-8,No,No,,Not specified,,Yes
1609,BULK L,1609,"WATERMARK KARL FISCHER SOLVENT, METHANOL-FREE",,Yes,No,20,No,"Solvent, Methanol-Free, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1610,BULK L,1610,"WATERMARK KARL FISCHER SOLVENT, GENERAL PURPOSE",,Yes,No,20,No,"Solvent, General Purpose, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
1611,BULK L,1611,WATERMARK KARL FISCHER COULOMETRIC REAGENT PACKAGE,,Yes,No,20,No,"Solvent, General Purpose, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
1612,BULK L,1612,"WATERMARK KARL FISCHER COULOMETRIC VESSEL SOLUTION, PYRIDINE-FREE",,Yes,No,20,No,"Coulometric Vessel Solution, Pyridine-Free, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
16121,50 G,4559,"MALEIC ANHYDRIDE, 98%",,Yes,Yes,20,No,"Maleic Anhydride, 98%",BOM,GFS GENERIC,108-31-6,No,Yes,"8,",Not specified,PGIII,Yes
16122,500 G,4559,"MALEIC ANHYDRIDE, 98%",,Yes,Yes,20,No,"Maleic Anhydride, 98%",BOM,GFS GENERIC,108-31-6,No,Yes,"8,",Not specified,PGIII,Yes
16123,2 KG,4559,"MALEIC ANHYDRIDE, 98%",,Yes,Yes,20,No,"Maleic Anhydride, 98%",BOM,GFS GENERIC,108-31-6,No,Yes,"8,",Not specified,PGIII,Yes
1613,BULK L,1613,"WATERMARK KARL FISCHER COULOMETRIC GENERATOR SOLUTION, PYRIDINE-FREE",,Yes,No,20,No,"Coulometric Generator Solution, Pyridine-Free, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
16131,50 ML,5429,"MESITYLENE, 98%",,Yes,Yes,20,No,"Mesitylene, 98%",BOM,GFS GENERIC,108-67-8,No,Yes,"3,",Not specified,PGIII,Yes
16132,250 ML,5429,"MESITYLENE, 98%",,Yes,Yes,20,No,"Mesitylene, 98%",BOM,GFS GENERIC,108-67-8,No,Yes,"3,",Not specified,PGIII,Yes
1615,BULK L,1615,WATERMARK KARL FISCHER BUFFER SOLUTION,,Yes,No,20,No,"Buffer Solution, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
16151,500 ML,5430,"1-METHOXY-2-PROPANOL, 99%",,Yes,Yes,20,No,"1-Methoxy-2-Propanol, 99%",BOM,GFS GENERIC,107-98-2,No,Yes,"3,",Not specified,PGIII,Yes
16152,2 L,5430,"1-METHOXY-2-PROPANOL, 99%",,Yes,Yes,20,No,"1-Methoxy-2-Propanol, 99%",BOM,GFS GENERIC,107-98-2,No,Yes,"3,",Not specified,PGIII,Yes
16153,20 L,5430,"1-METHOXY-2-PROPANOL, 99%",,Yes,No,20,No,"1-Methoxy-2-Propanol, 99%",BOM,GFS GENERIC,107-98-2,No,Yes,"3,",Not specified,PGIII,Yes
1616,BULK L,1616,"WATERMARK KARL FISCHER TITRANT, 5 mg/ml, in METHANOL",,Yes,No,20,No,"5 mg/mL Titrant, In Methanol, Watermark Karl Fischer Reagent",Formula,WATERMARK,,Yes,Yes,"3,",Not specified,PGII,Yes
16162,500 ML,5431,"METHYL ACETATE, 99%",,Yes,Yes,20,No,"Methyl Acetate, 99%",BOM,GFS GENERIC,79-20-9,No,Yes,"3,",Not specified,PGII,Yes
16163,2 L,5431,"METHYL ACETATE, 99%",,Yes,Yes,20,No,"Methyl Acetate, 99%",BOM,GFS GENERIC,79-20-9,No,Yes,"3,",Not specified,PGII,Yes
1617,BULK L,1617,"WATERMARK KARL FISCHER WATER STANDARD, 5.0 mg/ml",,Yes,No,20,No,"Water Standard, 5.0 mg/mL, Watermark Karl Fischer Standard",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
16171,100 ML,5432,"METHYLAMINE, 40%, AQUEOUS SOLUTION",,Yes,Yes,20,No,"Methylamine, 40%, Aqueous Solution",BOM,GFS GENERIC,74-89-5,Yes,Yes,"3, (8),",Not specified,PGII,Yes
16172,500 ML,5432,"METHYLAMINE, 40%, AQUEOUS SOLUTION",,Yes,Yes,20,No,"Methylamine, 40%, Aqueous Solution",BOM,GFS GENERIC,74-89-5,Yes,Yes,"3, (8),",Not specified,PGII,Yes
16173,2 L,5432,"METHYLAMINE, 40%, AQUEOUS SOLUTION",,Yes,Yes,20,No,"Methylamine, 40%, Aqueous Solution",BOM,GFS GENERIC,74-89-5,Yes,Yes,"3, (8),",Not specified,PGII,Yes
16174,20 L,5432,"METHYLAMINE, 40%, AQUEOUS SOLUTION",,Yes,No,20,No,"Methylamine, 40%, Aqueous Solution",BOM,GFS GENERIC,74-89-5,Yes,Yes,"3, (8),",Not specified,PGII,Yes
1618,BULK L,1618,"WATERMARK KARL FISCHER WATER STANDARD, 1.0 mg/ml",,Yes,No,20,No,"Water Standard, 1.0 mg/mL, Watermark Karl Fischer Standard",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1619,BULK L,1619,"WATERMARK KARL FISCHER COULOMETRIC VESSEL SOLUTION, FOR KETONES AND ALDEHYDES",,Yes,No,20,No,Kf Coulo.Vessel K Soln,Formula,WATERMARK,,No,Yes,"3, (6.1),",Not specified,PGIII,Yes
162,BULK KG,162,"1,10-PHENANTHROLINE MONOHYDRATE, REAGENT (ACS)",RAW,Yes,No,20,No,"1,10-Phenanthroline Monohydrate, ACS",None,GFS GENERIC,5144-89-8,No,Yes,"6.1,",Not specified,PGIII,Yes
1620,BULK L,1620,"WATERMARK KARL FISCHER REAGENT, 5 mg/ml, STABILIZED, PYRIDINE-BASED",,Yes,No,20,No,"5 mg/mL Pyridine-Based, Stabilized, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
16202,25 G,117,"Bis-Cyclohexanone Oxaldihydrazone, 98%",,Yes,Yes,15,No,"Bis-Cyclohexanone Oxaldihydrazone, 98%",BOM,GFS GENERIC,370-81-0,No,No,,Not specified,,Yes
16203,100 G,117,"Bis-Cyclohexanone Oxaldihydrazone, 98%",,Yes,No,15,No,"Bis-Cyclohexanone Oxaldihydrazone, 98%",BOM,GFS GENERIC,370-81-0,No,No,,Not specified,,Yes
16204,1 KG,117,"Bis-Cyclohexanone Oxaldihydrazone, 98%",,Yes,No,15,No,"Bis-Cyclohexanone Oxaldihydrazone, 98%",BOM,GFS ORGANIC,370-81-0,No,No,,Not specified,,Yes
16205,5 KG,117,"Bis-Cyclohexanone Oxaldihydrazone, 98%",,Yes,No,15,No,"Bis-Cyclohexanone Oxaldihydrazone, 98%",BOM,GFS ORGANIC,370-81-0,No,No,,Not specified,,Yes
16206,500 G,117,"Bis-Cyclohexanone Oxaldihydrazone, 98%",,Yes,No,15,No,"Bis-Cyclohexanone Oxaldihydrazone, 98%",BOM,GFS GENERIC,370-81-0,No,No,,Not specified,,Yes
1621,BULK L,1621,WATERMARK KARL FISCHER DILUENT,,Yes,No,20,No,"Karl Fischer Diluent, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
1622,BULK L,1622,"WATERMARK KARL FISCHER COULOMETRIC VESSEL SOLUTION, PYRIDINE-BASED",,Yes,No,20,No,"Coulometric Vessel Solution, Pyridine-Based, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
1623,BULK L,1623,"WATERMARK KARL FISCHER COULOMETRIC GENERATOR SOLUTION, PYRIDINE-BASED",,Yes,No,20,No,"Coulometric Generator Solution, Pyridine-Based, Watermark Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGIII,Yes
16231,100 ML,5438,"METHYL FORMATE, 97%",,Yes,Yes,20,No,"Methyl Formate, 97%",BOM,GFS GENERIC,107-31-3,No,Yes,"3,",Not specified,PGI,Yes
16232,500 ML,5438,"METHYL FORMATE, 97%",,Yes,Yes,20,No,"Methyl Formate, 97%",BOM,GFS GENERIC,107-31-3,No,Yes,"3,",Not specified,PGI,Yes
16251,50 ML,4658,"METHYLCYCLOHEXANE, 99%",,Yes,Yes,20,No,"Methylcyclohexane, 99%",BOM,GFS GENERIC,108-87-2,No,Yes,"3,",Not specified,PGII,Yes
16252,250 ML,4658,"METHYLCYCLOHEXANE, 99%",,Yes,Yes,20,No,"Methylcyclohexane, 99%",BOM,GFS GENERIC,108-87-2,No,Yes,"3,",Not specified,PGII,Yes
16253,1 L,4658,"METHYLCYCLOHEXANE, 99%",,Yes,Yes,20,No,"Methylcyclohexane, 99%",BOM,GFS GENERIC,108-87-2,No,Yes,"3,",Not specified,PGII,Yes
16254,4 L,4658,"METHYLCYCLOHEXANE, 99%",,Yes,Yes,20,No,"Methylcyclohexane, 99%",BOM,GFS GENERIC,108-87-2,No,Yes,"3,",Not specified,PGII,Yes
16255,20 L,4658,"METHYLCYCLOHEXANE, 99%",,Yes,No,20,No,"Methylcyclohexane, 99%",BOM,GFS GENERIC,108-87-2,No,Yes,"3,",Not specified,PGII,Yes
16261,5 G,5457,"SODIUM 1-HEPTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-90-1,No,No,,Not specified,,Yes
16262,25 G,5457,"SODIUM 1-HEPTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-90-1,No,No,,Not specified,,Yes
16263,100 G,5457,"SODIUM 1-HEPTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-90-1,No,No,,Not specified,,Yes
16271,5 G,5458,"SODIUM 1-HEXANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-91-2,No,No,,Not specified,,Yes
16272,25 G,5458,"SODIUM 1-HEXANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-91-2,No,No,,Not specified,,Yes
16273,100 G,5458,"SODIUM 1-HEXANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207300-91-2,No,No,,Not specified,,Yes
16281,5 G,5459,"SODIUM 1-OCTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207596-29-0,No,No,,Not specified,,Yes
16282,25 G,5459,"SODIUM 1-OCTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207596-29-0,No,No,,Not specified,,Yes
16283,100 G,5459,"SODIUM 1-OCTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Heptanesulfonate, Monohydrate",BOM,GFS GENERIC,207596-29-0,No,No,,Not specified,,Yes
16291,5 G,5460,"SODIUM 1-PENTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Pentanesulfonate, Monohydrate",BOM,GFS GENERIC,207605-40-1,No,No,,Not specified,,Yes
16292,25 G,5460,"SODIUM 1-PENTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Pentanesulfonate, Monohydrate",BOM,GFS GENERIC,207605-40-1,No,No,,Not specified,,Yes
16293,100 G,5460,"SODIUM 1-PENTANESULFONATE, MONOHYDRATE",,Yes,Yes,20,No,"Sodium 1-Pentanesulfonate, Monohydrate",BOM,GFS GENERIC,207605-40-1,No,No,,Not specified,,Yes
163,BULK KG,163,"tris-(1,10-PHENANTHROLINE) FERROUS PERCHLORATE",,Yes,No,20,No,"Tris-(1,10-Phenanthroline) Ferrous Perchlorate",Formula,GFS GENERIC,14586-54-0,No,Yes,"5.1,",Not specified,PGIII,Yes
1631,BULK L,1631,"BUFFER SOLUTION, pH 1.68",,Yes,No,20,No,"ph 1.68, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1632,BULK L,1632,"BUFFER SOLUTION, pH 2.00",,Yes,No,20,No,"ph 2.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1633,BULK L,1633,"BUFFER SOLUTION, pH 3.00",,Yes,No,20,No,"ph 3.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1634,BULK L,1634,"BUFFER SOLUTION, pH 4.00, (COLOR CODED RED)",,Yes,No,20,No,"ph 4.00, (Color Coded Red), Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
16341,100 ML,5465,"TRIETHYLENEGLYCOL, 99%",,Yes,Yes,20,No,"Triethyleneglycol, 99%",BOM,GFS GENERIC,112-27-6,No,No,,Not specified,,Yes
16342,500 ML,5465,"TRIETHYLENEGLYCOL, 99%",,Yes,Yes,20,No,"Triethyleneglycol, 99%",BOM,GFS GENERIC,112-27-6,No,No,,Not specified,,Yes
16343,2.5 L,5465,"TRIETHYLENEGLYCOL, 99%",,Yes,Yes,20,No,"Triethyleneglycol, 99%",BOM,GFS GENERIC,112-27-6,No,No,,Not specified,,Yes
1635,BULK L,1635,"BUFFER SOLUTION, pH 5.00",,Yes,No,20,No,"ph 5.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1636,BULK L,1636,"BUFFER SOLUTION, pH 5.50",,Yes,No,20,No,Buffer ph 5.50,Formula,GFS GENERIC,,No,No,,Not specified,,Yes
16362,500 G,5468,"TRIETHYL ORTHOFORMATE, 98%",,Yes,Yes,20,No,"Triethyl Orthoformate, 98%",BOM,GFS GENERIC,122-51-0,No,Yes,"3,",Not specified,PGIII,Yes
16363,2 KG,5468,"TRIETHYL ORTHOFORMATE, 98%",,Yes,Yes,20,No,"Triethyl Orthoformate, 98%",BOM,GFS GENERIC,122-51-0,No,Yes,"3,",Not specified,PGIII,Yes
16364,18 KG,5468,"TRIETHYL ORTHOFORMATE, 98%",,Yes,No,20,No,"Triethyl Orthoformate, 98%",BOM,GFS GENERIC,122-51-0,No,Yes,"3,",Not specified,PGIII,Yes
1637,BULK L,1637,"BUFFER SOLUTION, pH 6.00",,Yes,No,20,No,"ph 6.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1638,BULK L,1638,"BUFFER SOLUTION, pH 6.86",,Yes,No,20,No,"ph 6.86, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1639,BULK L,1639,"BUFFER SOLUTION, pH 7.00, (COLOR CODED YELLOW)",,Yes,No,20,No,Buffer Ph 7.00 Yellow,Formula,GFS GENERIC,,No,No,,Not specified,,Yes
16391,100 G,5469,"TRIISOPROPANOLAMINE, 95%",,Yes,Yes,20,No,"Triisopropanolamine, 95%",BOM,GFS GENERIC,122-20-3,No,No,,Not specified,,Yes
16392,500 G,5469,"TRIISOPROPANOLAMINE, 95%",,Yes,Yes,20,No,"Triisopropanolamine, 95%",BOM,GFS GENERIC,122-20-3,No,No,,Not specified,,Yes
1640,BULK L,1640,"BUFFER SOLUTION, pH 7.00, (COLOR CODED GREEN)",,Yes,No,20,No,"ph 7.00, (Color Coded Green), Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1641,BULK L,1641,"BUFFER SOLUTION, pH 7.38",RAW,Yes,No,20,No,"ph 7.38, Buffer Solution",None,GFS GENERIC,,No,No,,Not specified,,Yes
1642,BULK L,1642,"BUFFER SOLUTION, pH 8.00",,Yes,No,20,No,"ph 8.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1643,BULK L,1643,"BUFFER SOLUTION, pH 9.00",,Yes,No,20,No,"ph 9.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
16432,500 ML,5471,"TRIMETHYL BORATE, 98%",,Yes,Yes,20,No,"Trimethyl Borate, 98%",BOM,GFS GENERIC,121-43-7,No,Yes,"3,",Not specified,PGII,Yes
1644,BULK L,1644,"BUFFER SOLUTION, pH 9.18",,Yes,No,20,No,"ph 9.18, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
1645,BULK L,1645,"BUFFER SOLUTION, pH 10.00, (COLOR CODED BLUE)",,Yes,No,20,No,"ph 10.00, (Color Coded Blue), Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
